nom,diplome,statut,ville,nombre_etoiles,nombre_commentaires,classement,mention,specialite,adresse,taux_reussite_bac,taux_mentions_bac,effectifs_terminale,classement_lycees_generaux_technos,classement_lycees_pros
Lycée Docteur Lacroix,Public,Général,Narbonne,3.3,(26),2.0,59.0,12.0,Narbonne Rue GAY LUSSAC 11100 Narbonne,94.0,59.0,335.0,15.6,10.7
Lycée Gay-Lussac,Public,Général,Limoges,3.5,(14),4.0,64.0,9.0,Limoges 12 boulevard Georges Perin 87031 Limoges,97.0,64.0,368.0,10.3,14.6
Lycée La Source,Privé,Général,Meudon,3.2,(26),1.0,78.0,6.0,Meudon 11 rue Ernest Renan 92190 Meudon,100.0,78.0,61.0,13.7,17.1
Lycée Raoul Dautry,Public,Général,Limoges,3.2,(22),2.0,49.0,8.0,Limoges 14 rue du Puy Imbert 87036 Limoges,91.0,49.0,278.0,8.4,15.2
Lycée général et technologique Victor Hugo,Public,Général,Gaillac,2.6,(21),6.0,60.0,12.0,Gaillac 41 rue Victor Hugo BP 147 81604 Gaillac,94.0,60.0,320.0,14.1,15.2
Lycée Paul Langevin,Public,Polyvalent,La Seyne-sur-Mer,3.6,(11),17.0,61.0,10.0,La Seyne-sur-Mer Boulevard de l'Europe BP 458 83514 La Seyne-sur-Mer,93.0,61.0,484.0,13.6,12.4
Lycée Raynouard,Public,Polyvalent,Brignoles,3.3,(31),16.0,60.0,9.0,Brignoles 285 avenue des Martyrs de la Résistance CS 70305 83175 Brignoles,92.0,60.0,573.0,12.9,13.6
Lycée Clemenceau,Public,Général,Reims,3.3,(18),1.0,60.0,14.0,Reims 46 avenue Georges Clemenceau 51096 Reims,96.0,60.0,314.0,15.8,16.9
Lycée polyvalent Louis Armand,Public,Polyvalent,Villefranche-sur-Saône,2.8,(15),15.0,67.0,10.0,"Villefranche-sur-Saône 507 avenue du Beaujolais Gleizé, CS 60402 69651 Villefranche-sur-Saône",97.0,67.0,586.0,12.3,15.1
Lycée polyvalent Léonce Vieljeux,Public,Polyvalent,La Rochelle,3.6,(15),1.0,55.0,10.0,La Rochelle Rue des Gonthières 17026 La Rochelle,90.0,55.0,524.0,14.6,18.2
Lycée polyvalent La Borde Basse,Public,Polyvalent,Castres,3.7,(23),20.0,55.0,13.0,Castres rue Comte Emmanuel de las Cases 81100 Castres,92.0,55.0,580.0,11.4,6.3
Lycée général et technologique privé Notre-Dame,Privé,Général,Castres,3.5,(16),5.0,63.0,9.0,Castres avenue d'Hauterive BP 50219 81101 Castres,96.0,63.0,111.0,14.5,15.9
Lycée polyvalent Jean Jaurès,Public,Polyvalent,Carmaux,3.6,(5),9.0,57.0,9.0,Carmaux route de Blaye Parc de la verrerie 81400 Carmaux,88.0,57.0,249.0,14.2,9.4
Lycée Jean Perrin,Public,Général,Lyon,2.9,(5),21.0,55.0,8.0,Lyon 48 rue Pierre Baizet BP 41 69338 Lyon,91.0,55.0,242.0,14.7,13.7
Lycée polyvalent Louis Rascol,Public,Polyvalent,Albi,2.6,(14),14.0,54.0,10.0,Albi 10 rue de la République 81012 Albi,91.0,54.0,524.0,12.5,8.5
Lycée François Mansart,Public,Polyvalent,Thizy-les-Bourgs,2.9,(29),37.0,50.0,6.0,Thizy-les-Bourgs Rue Jacquard BP 70 69240 Thizy-les-Bourgs,89.0,50.0,68.0,13.7,8.8
Lycée Rosa Parks,Public,Général,Neuville-sur-Saône,3.3,(25),40.0,66.0,8.0,Neuville-sur-Saône 13 rue Pollet BP 10124 69582 Neuville-sur-Saône,98.0,66.0,266.0,10.6,13.5
Lycée René Descartes,Public,Général,Saint-Genis-Laval,4.0,(32),36.0,65.0,10.0,Saint-Genis-Laval 145 avenue de Gadagne 69230 Saint-Genis-Laval,96.0,65.0,518.0,13.8,12.9
Lycée général et technologique privé Amboise,Privé,Général,Albi,3.5,(10),16.0,79.0,7.0,Albi 13 boulevard Carnot 81000 Albi,99.0,79.0,122.0,11.5,12.1
Lycée La Martinière Monplaisir,Public,Général,Lyon,4.2,(14),33.0,52.0,8.0,Lyon 41 rue Antoine Lumière 69372 Lyon,92.0,52.0,369.0,13.9,8.5
Lycée des Chartreux,Privé,Général,Lyon,4.2,(42),59.0,97.0,9.0,Lyon 58 rue Pierre Dupont 69001 Lyon,100.0,97.0,277.0,12.8,10.0
Lycée Assomption Bellevue,Privé,Général,La Mulatière,2.8,(9),57.0,74.0,14.0,La Mulatière 39 quai Jean-Jacques Rousseau 69350 La Mulatière,99.0,74.0,207.0,12.4,12.9
Lycée Notre-Dame des Minimes,Privé,Général,Lyon,4.0,(11),55.0,81.0,13.0,Lyon 65 rue des Aqueducs 69005 Lyon,100.0,81.0,170.0,11.6,13.0
Lycée La Martinière Duchère,Public,Général,Lyon,3.8,(18),35.0,45.0,9.0,Lyon 300 avenue Andreï Sakharov 69009 Lyon,90.0,45.0,420.0,13.8,13.2
Lycée Pierre Termier,Privé,Général,Lyon,3.3,(16),50.0,86.0,10.0,Lyon 23 rue des Alouettes 69008 Lyon,100.0,86.0,126.0,13.1,6.5
Lycée polyvalent Camus-Sermenaz,Public,Polyvalent,Rillieux-la-Pape,2.7,(16),78.0,44.0,9.0,Rillieux-la-Pape 2179 avenue de l'Europe 69140 Rillieux-la-Pape,88.0,44.0,381.0,9.9,11.7
Lycée de Saint-Just,Public,Général,Lyon,3.2,(27),80.0,66.0,10.0,Lyon 21 rue des Farges 69005 Lyon,94.0,66.0,425.0,11.6,8.5
Lycée Colbert,Public,Général,Lyon,3.0,(12),72.0,40.0,7.0,Lyon 20 rue LOUIS JOUVET 69372 Lyon,84.0,40.0,160.0,10.6,12.0
Lycée de l'école Juive de Lyon,Privé,Général,Villeurbanne,4.5,(1),64.0,71.0,4.0,Villeurbanne 40 rue Alexandre Boutin 69100 Villeurbanne,95.0,71.0,59.0,12.5,10.7
Lycée polyvalent René Cassin,Public,Polyvalent,Tarare,4.3,(11),67.0,60.0,9.0,Tarare 75 route de Saint-Clément BP 137 69173 Tarare,91.0,60.0,226.0,12.4,11.0
Lycée polyvalent Aragon-Picasso,Public,Polyvalent,Givors,3.3,(16),81.0,49.0,10.0,Givors 12 chemin de la Côte à Cailloux 69700 Givors,90.0,49.0,513.0,11.5,11.2
Lycée polyvalent Charlie Chaplin,Public,Polyvalent,Décines-Charpieu,2.4,(38),76.0,47.0,9.0,Décines-Charpieu 373 avenue Jean Jaurès CS 50701 69153 Décines-Charpieu,93.0,47.0,517.0,11.8,7.4
Lycée Saint-Louis - Saint-Bruno,Privé,Général,Lyon,3.7,(11),63.0,57.0,9.0,Lyon 16 rue des Chartreux 69283 Lyon,98.0,57.0,151.0,12.6,7.8
Lycée polyvalent Edouard Branly,Public,Polyvalent,Lyon,4.3,(27),88.0,50.0,8.0,Lyon 25 rue de Tourvielle 69245 Lyon,87.0,50.0,379.0,8.2,10.4
Lycée polyvalent Claude Bernard,Public,Polyvalent,Villefranche-sur-Saône,3.9,(9),93.0,51.0,9.0,Villefranche-sur-Saône 234 rue Philippe Héron BP 475 69665 Villefranche-sur-Saône,88.0,51.0,390.0,9.6,10.1
Lycée polyvalent Jacques Brel,Public,Polyvalent,Vénissieux,3.4,(9),91.0,33.0,7.0,Vénissieux 2 rue Albert Jacquard 69200 Vénissieux,79.0,33.0,333.0,9.5,10.2
Lycée aux Lazaristes,Privé,Général,Lyon,3.6,(30),85.0,86.0,12.0,Lyon 24 montée Saint-Barthélemy 69321 Lyon,99.0,86.0,318.0,11.1,9.5
Lycée La Xavière,Privé,Général,Lyon,3.0,(32),42.0,74.0,8.0,Lyon 252 route de Vienne 69008 Lyon,97.0,74.0,121.0,13.4,11.9
Lycée Sainte-Marie,Privé,Général,La Seyne-sur-Mer,2.8,(15),34.0,80.0,8.0,La Seyne-sur-Mer 1 Place Germain Loro BP 27 83501 La Seyne-sur-Mer,100.0,80.0,105.0,5.2,9.4
Lycée Maurice Janetti,Public,Polyvalent,Saint-Maximin-la-Sainte-Baume,3.0,(26),26.0,61.0,10.0,Saint-Maximin-la-Sainte-Baume Rue Maurice janetti BP 50550 83470 Saint-Maximin-la-Sainte-Baume,91.0,61.0,452.0,11.7,7.4
Lycée du Golfe de Saint-Tropez,Public,Polyvalent,Gassin,3.3,(35),23.0,49.0,11.0,Gassin 1509 RD 559 83580 Gassin,88.0,49.0,422.0,12.7,7.2
Lycée Al Kindi,Privé,Général,Décines-Charpieu,3.3,(18),45.0,47.0,8.0,Décines-Charpieu 15 rue Sully 69150 Décines-Charpieu,100.0,47.0,56.0,13.3,13.1
Lycée Antoine de Saint-Exupéry,Public,Polyvalent,Saint-Raphaël,3.5,(9),21.0,58.0,11.0,Saint-Raphaël 270 avenue de Valescure BP 328 83703 Saint-Raphaël,91.0,58.0,499.0,12.9,10.2
Lycée Robert Doisneau,Public,Général,Vaulx-en-Velin,3.8,(11),17.0,33.0,9.0,Vaulx-en-Velin 5 rue du Lycée BP 42 69511 Vaulx-en-Velin,76.0,33.0,271.0,14.9,12.8
Lycée de la mer et du littoral,Public,Technologique,Bourcefranc-le-Chapus,2.2,(11),20.0,56.0,8.0,Bourcefranc-le-Chapus Rue William Bertrand 17560 Bourcefranc-le-Chapus,94.0,56.0,172.0,12.1,7.3
Lycée général et technologique privé Jeanne d'Arc,Privé,Général,Mazamet,4.1,(2),4.0,75.0,10.0,Mazamet 23 rue de la Vanne BP 535 81200 Mazamet,95.0,75.0,44.0,15.1,16.3
Lycée général Las Cases,Public,Général,Lavaur,3.0,(35),3.0,63.0,12.0,Lavaur place de la Résistance 81500 Lavaur,97.0,63.0,262.0,13.3,16.5
Lycée général Lapérouse,Public,Général,Albi,3.8,(24),2.0,74.0,13.0,Albi 2 Lices Georges Pompidou 81000 Albi,98.0,74.0,180.0,15.4,16.8
Lycée général et technologique privé Saint-Etienne,Privé,Général,Cahors,2.6,(15),9.0,69.0,8.0,Cahors 49 RUE DES SOUBIROUS 46000 Cahors,95.0,69.0,71.0,11.8,8.5
Lycée polyvalent Léo Ferré,Public,Polyvalent,Gourdon,3.4,(8),10.0,55.0,8.0,Gourdon 21 avenue Léo Ferré 46300 Gourdon,89.0,55.0,98.0,9.9,11.4
Lycée Albert Camus,Public,Polyvalent,Fréjus,3.6,(10),13.0,55.0,10.0,Fréjus 560 rue Henri Giraud 83600 Fréjus,93.0,55.0,330.0,14.1,9.7
Lycée polyvalent Marcel Dassault,Public,Polyvalent,Rochefort,4.0,(7),21.0,54.0,6.0,Rochefort 40 avenue Marcel Dassault BP 80169 17308 Rochefort,88.0,54.0,178.0,11.8,9.8
Lycée Costebelle,Public,Polyvalent,Hyères,3.4,(14),15.0,66.0,13.0,Hyères 150 boulevard Félix Descroix 83408 Hyères,95.0,66.0,426.0,13.7,12.6
Lycée Jean-Paul Sartre,Public,Général,Bron,3.9,(31),12.0,56.0,9.0,Bron 93 avenue François Mitterrand 69675 Bron,95.0,56.0,518.0,12.8,15.4
Lycée polyvalent Émile Combes,Public,Polyvalent,Pons,3.6,(10),14.0,54.0,10.0,Pons 9 rue des Cordeliers BP 60 17800 Pons,90.0,54.0,215.0,13.1,9.9
Lycée privé La Salle Saint-Louis,Privé,Général,Pont-l'Abbé-d'Arnoult,3.7,(21),13.0,76.0,8.0,Pont-l'Abbé-d'Arnoult 73 avenue André Malraux BP 16 17250 Pont-l'Abbé-d'Arnoult,99.0,76.0,132.0,13.4,11.1
Lycée général Bellevue,Public,Général,Albi,4.0,(10),1.0,70.0,12.0,Albi 98 rue du Roc 81011 Albi,96.0,70.0,254.0,16.9,11.7
Lycée général et technologique Champollion,Public,Général,Figeac,3.3,(11),5.0,58.0,10.0,Figeac 13 avenue Fernand Pezet BP 213 46106 Figeac,96.0,58.0,185.0,12.9,9.3
Lycée Stanislas,Privé,Général,Saint-Raphaël,3.1,(10),11.0,98.0,7.0,Saint-Raphaël 261 bd Pierre Delli Zotti CS 10189 83700 Saint-Raphaël,100.0,98.0,86.0,14.8,11.6
Lycée Thomas Edison,Public,Polyvalent,Lorgues,3.0,(30),10.0,65.0,12.0,Lorgues 1 rue Emile Héraud 83510 Lorgues,95.0,65.0,364.0,14.8,12.3
Lycée Externat Saint-Joseph (La Cordeille),Privé,Général,Ollioules,2.4,(75),9.0,88.0,6.0,Ollioules 2229 route de Faveyrolles BP 122 83192 Ollioules,99.0,88.0,131.0,14.9,12.2
Lycée Ampère,Public,Général,Lyon,3.4,(26),13.0,62.0,9.0,Lyon 29 rue de la Bourse 69002 Lyon,94.0,62.0,302.0,14.9,15.3
Lycée polyvalent Jean Hyppolite,Public,Polyvalent,Jonzac,2.9,(8),11.0,56.0,8.0,Jonzac Place Saint-Exupéry BP 30069 17502 Jonzac,95.0,56.0,225.0,12.4,13.6
Lycée polyvalent Louis Vicat,Public,Polyvalent,Souillac,4.3,(6),6.0,47.0,8.0,Souillac 2 place Marsalès BP 70004 46200 Souillac,92.0,47.0,71.0,12.5,9.1
Lycée polyvalent Charles et Adrien Dupuy,Public,Polyvalent,Le Puy-en-Velay,4.0,(5),13.0,48.0,11.0,Le Puy-en-Velay 2-4 avenue du Docteur Durand CS 10120 43009 Le Puy-en-Velay,87.0,48.0,173.0,8.1,3.0
Lycée Jean Michel,Public,Général,Lons-le-Saunier,3.2,(13),17.0,66.0,12.0,Lons-le-Saunier 400 rue du Docteur Michel BP 308 39015 Lons-le-Saunier,95.0,66.0,381.0,11.2,9.2
Lycée polyvalent Gaston Monnerville,Public,Polyvalent,Cahors,2.4,(6),3.0,58.0,8.0,Cahors rue Georges Sand BP 283 46005 Cahors,91.0,58.0,181.0,13.8,10.3
Lycée polyvalent privé Jeanne d'Arc,Privé,Polyvalent,Figeac,3.2,(9),4.0,67.0,7.0,Figeac 11 allées Pierre Beregovoy BP 208 46100 Figeac,97.0,67.0,104.0,13.3,13.6
Lycée Maintenon,Privé,Polyvalent,Hyères,3.8,(17),6.0,80.0,9.0,Hyères 10 boulevard Pasteur CS 70514 83409 Hyères,100.0,80.0,192.0,16.1,14.1
Lycée Rouvière,Public,Polyvalent,Toulon,3.5,(14),5.0,77.0,6.0,Toulon Quartier Sainte Musse BP 1205 83070 Toulon,97.0,77.0,288.0,16.3,9.2
Lycée polyvalent privé Fénelon - Notre-Dame,Privé,Polyvalent,La Rochelle,3.5,(7),10.0,66.0,9.0,La Rochelle 36 rue Massiou BP 161 17005 La Rochelle cedex 1,96.0,66.0,286.0,13.8,12.4
Lycée Sainte Jeanne d'Arc,Privé,Polyvalent,Brignoles,3.9,(8),2.0,82.0,7.0,Brignoles Avenue Dreo 83170 Brignoles,99.0,82.0,124.0,13.7,17.1
Lycée privé Pasteur Mont-Roland,Privé,Polyvalent,Dole,3.0,(6),15.0,52.0,7.0,Dole 9 avenue Rockefeller BP 24 39107 Dole,88.0,52.0,161.0,12.5,9.7
Lycée Maurice Genevoix,Public,Général,Montrouge,2.7,(30),39.0,51.0,9.0,Montrouge 29 avenue du Fort 92120 Montrouge,90.0,51.0,306.0,13.7,12.6
Lycée du Val d'Argens,Public,Polyvalent,Le Muy,3.8,(23),4.0,63.0,10.0,Le Muy Avenue de Vaugrenier BP 86 83490 Le Muy,97.0,63.0,382.0,14.9,16.4
Lycée Rabelais,Public,Général,Meudon,3.1,(23),32.0,71.0,8.0,Meudon 6 rue Georges Langrognet BP 15 92190 Meudon,95.0,71.0,206.0,14.1,9.7
Lycée Gustave Eiffel,Public,Polyvalent,Rueil-Malmaison,3.6,(6),31.0,59.0,5.0,Rueil-Malmaison 78 avenue du Président Pompidou 92500 Rueil-Malmaison,94.0,59.0,214.0,14.2,14.2
Lycée Jeanne d'Arc,Privé,Général,Montrouge,3.0,(4),54.0,95.0,6.0,Montrouge 44 rue Gabriel-Péri 92120 Montrouge,100.0,95.0,71.0,12.7,7.2
Lycée Léonard de Vinci,Public,Polyvalent,Levallois-Perret,3.6,(16),53.0,55.0,9.0,Levallois-Perret 4 avenue Georges Pompidou 92300 Levallois-Perret,92.0,55.0,476.0,12.9,10.3
Lycée polyvalent La Salle - Saint-Nicolas (Lycée des métiers),Privé,Polyvalent,Issy-les-Moulineaux,3.4,(52),56.0,48.0,6.0,Issy-les-Moulineaux 19 rue Victor Hugo 92130 Issy-les-Moulineaux,91.0,48.0,149.0,12.5,9.2
Lycée Lakanal,Public,Général,Sceaux,3.6,(20),52.0,75.0,9.0,Sceaux 3 avenue du Président Roosevelt BP 99 92331 Sceaux,98.0,75.0,356.0,12.9,10.2
Lycée Michel-Ange,Public,Général,Villeneuve-la-Garenne,3.2,(15),74.0,44.0,8.0,Villeneuve-la-Garenne 2 avenue Georges Pompidou 92390 Villeneuve-la-Garenne,95.0,44.0,192.0,10.5,9.1
Lycée polyvalent Jean Jaurès,Public,Polyvalent,Châtenay-Malabry,3.0,(16),70.0,39.0,7.0,Châtenay-Malabry 280 avenue Jean Jaurès 92290 Châtenay-Malabry,87.0,39.0,228.0,11.1,10.5
Lycée Sainte-Marie de Neuilly,Privé,Général,Neuilly-sur-Seine,4.5,(6),41.0,99.0,8.0,Neuilly-sur-Seine 24 boulevard Victor Hugo 92200 Neuilly-sur-Seine,100.0,99.0,85.0,13.6,12.4
Lycée Alexandre-Dumas,Public,Général,Saint-Cloud,2.9,(31),63.0,65.0,9.0,Saint-Cloud 112 boulevard de la République 92210 Saint-Cloud,97.0,65.0,456.0,11.7,7.4
Lycée Isaac Newton,Public,Polyvalent,Clichy,3.4,(22),23.0,47.0,9.0,Clichy 1 place Jules Verne 92110 Clichy,88.0,47.0,313.0,13.9,14.6
Lycée Roosevelt,Public,Général,Reims,3.7,(14),24.0,47.0,10.0,Reims 10 rue Roosevelt 51100 Reims,87.0,47.0,490.0,9.0,2.9
Lycée Notre-Dame-de-Boulogne,Privé,Général,Boulogne-Billancourt,3.5,(29),21.0,97.0,8.0,Boulogne-Billancourt 1 avenue Charles de Gaulle 92100 Boulogne-Billancourt,100.0,97.0,399.0,13.0,14.6
Lycée Etienne Oehmichen,Public,Polyvalent,Châlons-en-Champagne,3.6,(8),21.0,48.0,7.0,Châlons-en-Champagne 8 avenue du Mont Héry 51000 Châlons-en-Champagne,82.0,48.0,280.0,9.9,10.6
Lycée polyvalent Louis Audouin Dubreuil,Public,Polyvalent,Saint-Jean-d'Angély,3.4,(16),7.0,61.0,8.0,Saint-Jean-d'Angély 1 rue Philippe Jannet BP 35 17415 Saint-Jean-d'Angély,97.0,61.0,254.0,14.3,13.9
Lycée Montesquieu,Public,Polyvalent,Le Plessis-Robinson,3.4,(9),43.0,49.0,6.0,Le Plessis-Robinson 23 rue du Capitaine Facq 92350 Le Plessis-Robinson,95.0,49.0,215.0,12.9,13.6
Lycée Hyacinthe Friant,Public,Polyvalent,Poligny,3.8,(9),13.0,59.0,7.0,Poligny 3 rue Hyacinthe Friant BP 50029 39801 Poligny cedex 1,96.0,59.0,212.0,12.9,11.3
Lycée Paul-Emile Victor,Public,Polyvalent,Champagnole,3.9,(6),12.0,59.0,10.0,Champagnole 625 rue de Gottmadingen BP 116 39303 Champagnole,94.0,59.0,211.0,11.8,13.5
Lycée Madeleine Daniélou,Privé,Général,Rueil-Malmaison,4.5,(33),18.0,98.0,9.0,Rueil-Malmaison 61-63 rue du Général de Miribel 92508 Rueil-Malmaison,99.0,98.0,133.0,14.8,12.3
Lycée Cordouan,Public,Général,Royan,3.0,(12),6.0,55.0,11.0,Royan 28 rue Henri Dunant 17200 Royan,95.0,55.0,343.0,10.3,14.8
Lycée polyvalent François Arago,Public,Polyvalent,Reims,3.6,(3),22.0,43.0,8.0,Reims 1 rue François Arago 51100 Reims,86.0,43.0,132.0,8.7,10.3
Lycée polyvalent des métiers Stéphane Hessel,Public,Polyvalent,Épernay,3.6,(8),17.0,52.0,11.0,Épernay 8 rue Godart Roger BP 506 51200 Épernay,91.0,52.0,577.0,12.3,10.1
Lycée Pierre Bayen,Public,Général,Châlons-en-Champagne,3.9,(19),18.0,67.0,11.0,Châlons-en-Champagne 22 rue du Lycée 51000 Châlons-en-Champagne,95.0,67.0,222.0,12.0,10.3
Lycée polyvalent Jean Talon,Public,Polyvalent,Châlons-en-Champagne,4.0,(11),15.0,35.0,8.0,Châlons-en-Champagne 105 avenue Daniel Simonnot 51000 Châlons-en-Champagne,79.0,35.0,216.0,12.8,9.1
Lycée général et technologique Léonard de Vinci,Public,Général,Monistrol-sur-Loire,3.7,(18),5.0,61.0,9.0,Monistrol-sur-Loire Le Mazel BP 61 43120 Monistrol-sur-Loire,97.0,61.0,306.0,12.9,13.0
Lycée privé Notre-Dame de Recouvrance,Privé,Général,Saintes,3.3,(2),2.0,67.0,7.0,Saintes 88 cours Genêt 17100 Saintes,100.0,67.0,62.0,15.8,16.8
Lycée polyvalent Saint-Michel,Privé,Polyvalent,Reims,3.2,(10),12.0,57.0,7.0,Reims 39 rue Martin Peller 51100 Reims,97.0,57.0,179.0,13.6,11.9
Lycée Parc Chabrières,Public,Général,Oullins,3.4,(8),1.0,41.0,10.0,Oullins 9 chemin des Chassagnes 69600 Oullins,86.0,41.0,325.0,14.2,17.8
Lycée Galilée,Public,Polyvalent,Gennevilliers,3.4,(9),14.0,56.0,8.0,Gennevilliers 79 avenue Chandon 92230 Gennevilliers,91.0,56.0,349.0,15.2,15.1
Lycée Victor Bérard,Public,Polyvalent,Morez,3.7,(13),5.0,67.0,7.0,Morez 35 quai Aimé Lamy BP 87 39403 Morez,96.0,67.0,170.0,15.3,13.8
Lycée polyvalent Emmanuel Chabrier,Public,Polyvalent,Yssingeaux,4.5,(1),7.0,57.0,9.0,Yssingeaux Le Piny Haut BP 26 43201 Yssingeaux,91.0,57.0,128.0,12.3,10.2
Lycée Jean Jaurès,Public,Général,Reims,3.8,(23),11.0,78.0,10.0,Reims 17 rue Ruinart de Brimont BP 10338 51062 Reims cedex,98.0,78.0,306.0,13.6,3.9
Lycée Jean XXIII,Privé,Général,Reims,3.1,(21),10.0,76.0,12.0,Reims 18 rue Andrieux BP 62753 51064 Reims,100.0,76.0,215.0,13.8,13.6
Lycée polyvalent Frédéric Ozanam,Privé,Polyvalent,Châlons-en-Champagne,4.0,(17),9.0,67.0,10.0,"Châlons-en-Champagne 1 rue de la Fraternité Site Mont-Héry, BP 2059 51000 Châlons-en-Champagne",96.0,67.0,290.0,14.1,14.2
Lycée Pré Saint-Sauveur,Public,Polyvalent,Saint-Claude,2.5,(10),8.0,54.0,7.0,Saint-Claude Cité scolaire Pré Saint-Sauveur BP 19 39201 Saint-Claude,90.0,54.0,169.0,14.5,12.4
Lycée François 1er,Public,Polyvalent,Vitry-le-François,3.4,(13),16.0,53.0,10.0,Vitry-le-François faubourg de Vitry le Brûlé BP 90406 51308 Vitry-le-François cedex,90.0,53.0,299.0,12.7,12.0
Lycée Jacques Duhamel,Public,Polyvalent,Dole,3.2,(21),7.0,61.0,11.0,Dole Rue Charles Laurent Thouverey BP 8 39107 Dole,93.0,61.0,330.0,14.9,10.6
Lycée Louis Pasteur,Public,Général,Neuilly-sur-Seine,2.9,(32),8.0,86.0,7.0,Neuilly-sur-Seine 21 boulevard d'Inkermann 92200 Neuilly-sur-Seine,98.0,86.0,218.0,16.1,14.1
Lycée polyvalent Astier,Public,Polyvalent,Aubenas,2.8,(10),16.0,52.0,12.0,Aubenas quartier Roqua BP 60145 07205 Aubenas,88.0,52.0,146.0,11.2,10.7
Lycée Polyvalent La Fontaine du Vé,Public,Polyvalent,Sézanne,2.6,(15),5.0,53.0,10.0,Sézanne avenue de la Fontaine du Vé BP 99 51120 Sézanne,88.0,53.0,187.0,8.6,15.2
Lycée polyvalent Saint-Jean-Baptiste de La Salle,Privé,Polyvalent,Reims,2.4,(5),2.0,65.0,8.0,Reims 20 rue de Contrai CS 90036 51723 Reims cedex,96.0,65.0,147.0,12.6,16.1
Lycée La Salle Passy Buzenval,Privé,Général,Rueil-Malmaison,3.4,(34),5.0,94.0,9.0,Rueil-Malmaison 50 avenue Otis Mygatt 92500 Rueil-Malmaison,100.0,94.0,374.0,14.9,16.4
Lycée polyvalent Marcel Gimond,Public,Polyvalent,Aubenas,4.1,(23),13.0,58.0,14.0,Aubenas boulevard de l'Europe BP 144 07205 Aubenas,93.0,58.0,273.0,12.1,9.3
Lycée polyvalent privé Sacré-Coeur,Privé,Polyvalent,Tournon-sur-Rhône,3.4,(24),12.0,64.0,8.0,Tournon-sur-Rhône 5 rue du Mail BP 33 07301 Tournon-sur-Rhône,97.0,64.0,163.0,12.8,10.0
Lycée polyvalent Gabriel Faure,Public,Polyvalent,Tournon-sur-Rhône,4.4,(14),11.0,57.0,8.0,Tournon-sur-Rhône place Stéphane Mallarmé BP 116 07301 Tournon-sur-Rhône cedex,93.0,57.0,296.0,12.4,12.9
Lycée polyvalent La Trinité,Privé,Polyvalent,Neuilly-sur-Seine,4.0,(7),7.0,68.0,5.0,Neuilly-sur-Seine 121 avenue Achille Peretti 92200 Neuilly-sur-Seine,99.0,68.0,94.0,13.1,16.2
Lycée polyvalent Vincent d'Indy,Public,Polyvalent,Privas,3.7,(16),8.0,60.0,11.0,Privas 9 boulevard du lycée BP 628 07006 Privas,95.0,60.0,284.0,13.3,13.1
Lycée René Auffray,Public,Polyvalent,Clichy,3.7,(11),6.0,47.0,5.0,Clichy 23 rue Fernand Pelloutier 92110 Clichy,84.0,47.0,259.0,16.4,11.1
Lycée polyvalent Xavier Mallet,Public,Polyvalent,Le Teil,2.9,(15),4.0,58.0,9.0,Le Teil rue Frédéric Mistral BP 28 07400 Le Teil,92.0,58.0,202.0,12.8,15.4
Lycée polyvalent privé Saint-Denis,Privé,Général,Annonay,3.5,(19),15.0,80.0,12.0,Annonay 1 chemin de la Muette BP 154 07104 Annonay,100.0,80.0,364.0,11.6,6.2
Lycée général et technologique privé du Sacré-Coeur,Privé,Général,Privas,3.3,(1),10.0,72.0,8.0,Privas 6 boulevard DE VERNON 07000 Privas,97.0,72.0,46.0,13.0,12.7
Lycée général et technologique privé Marie Rivier,Privé,Général,Bourg-Saint-Andéol,3.3,(8),6.0,70.0,8.0,Bourg-Saint-Andéol 21 avenue Notre-Dame BP 31 07700 Bourg-Saint-Andéol,99.0,70.0,147.0,14.5,14.9
Lycée polyvalent Boissy d'Anglas,Public,Polyvalent,Annonay,4.4,(17),7.0,50.0,12.0,Annonay 50 avenue J Jaurès BP 127 07104 Annonay,90.0,50.0,427.0,13.4,10.6
Lycée Jean-Paul de Rocca Serra,Public,Polyvalent,Porto-Vecchio,3.5,(15),1.0,60.0,9.0,Porto-Vecchio rue Vincentellu d'Istria 20137 Porto-Vecchio,92.0,60.0,252.0,17.8,8.3
Lycée Laetitia Bonaparte,Public,Général,Ajaccio,3.4,(12),5.0,78.0,10.0,Ajaccio 3 avenue Napoléon III CS 20845 20184 Ajaccio,99.0,78.0,367.0,11.0,9.7
Lycée polyvalent Sainte-Marie,Privé,Polyvalent,Chantonnay,2.9,(10),9.0,75.0,7.0,Chantonnay 12 place Jeanne d'Arc BP 79 85111 Chantonnay,96.0,75.0,272.0,14.1,15.2
Lycée polyvalent Rosa Parks,Public,Polyvalent,La Roche-sur-Yon,3.7,(6),8.0,66.0,10.0,La Roche-sur-Yon 29 boulevard Guitton 85000 La Roche-sur-Yon,94.0,66.0,282.0,11.2,15.4
Lycée Léon Blum,Public,Polyvalent,Créteil,4.2,(20),6.0,53.0,11.0,Créteil 5 rue Jean Gabin 94034 Créteil,94.0,53.0,359.0,16.2,15.8
Lycée Guillaume Budé,Public,Polyvalent,Limeil-Brévannes,2.5,(17),5.0,52.0,10.0,Limeil-Brévannes 2 voie Georges Pompidou 94450 Limeil-Brévannes,93.0,52.0,510.0,13.6,16.3
